 ,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,trailer_views,trailer_likes
705244,Ayushman Bhava,Action-Drama,kn,Krishna enters a big household as the caretaker of the patriarch. He finds out that the granddaughter of the house Lakshmi has been kept locked in the household because of her mentally unstable condition and as a caretaker he decides to explore.,1.396,Dwarakish Chitra,11/15/19,0,5780,145,Released,,6,1,Shivaraj Kumar-Rachita Ram-Anant Nag-Prabhu-Suhasini Maniratnam-Sadhu Kokila-Nidhi Subbaiah-Rangayana Raghu-Yash Shetty,,/nNm2ndkDSdcoWbGmum60R8eJnRP.jpg,/8YzUg21GYySKJA9F0t9WnXexUj9.jpg,,1482.310354,1371.895685
514152,Savage,Comedy-Drama,en,A hopeful neurologist gathers a detail of antisocial criminals for weekly meetings in an attempt to cure them of their dysfunctional ways -- but it does not take long for him to realize that this was a bad idea from the get-go.,1.396,An Independent Production,12/7/17,11000,29700,100,Released,,0,0,Kurt Tocci-Anthony M. Bertram-Gia Davis-Garrett Marchbank-Daniel Rhyder,,,,,9717.35871,7472.526091
266167,Leo & Claire,Drama-Romance,de,In 1933 Nuremberg successful Jewish businessman Leo Katzenberger owns an apartment building and runs a shoe store. A devoted family man he has a good relationship with his loving wife Claire. As the climate in Germany grows increasingly dangerous bombshell Irene moves to the neighborhood. After forming an unlikely friendship his relationship with Irene is immediately regarded with suspicion.,1.395,Odeon Film-Perathon Film-und Fernsehproduktions,4/18/02,0,125734,103,Released,,5.667,3,Michael Degen-Suzanne von Borsody-Alexandra Maria Lara-Jasmin Schwiers-Franziska Petri-Andrea Sawatzki-Axel Milberg-Dietmar Schönherr-Kai Wiesinger-Nina Hoger-Michael Brandner-Jochen Nickel-Jürgen Schornagel-Rüdiger Vogler-Aviva Joel-Andreas Hofer-Roland Eugen Beiküfner-Michael Hanemann-Alexander Held-Nicky Kantor-Maximilian Krückl-George Lenz-Natalie Spinell-Julia Thurnau-Alice Treff-Jana Josephina Leipziger-Christel Peters-Matthias Redlhammer-Herman van Ulzen-Wulf Schmid-Noerr,,/kFvWMCYkqygjcuhxY8MFfJid5ku.jpg,/q4PGSm3V6bQefhzzOyaJuXLVvmr.jpg,,31316.76171,20777.08105
729483,Secret × Heroine Phantomirage! ~We've Become a Movie~,Family-Comedy-Fantasy-Action,ja,They'll take back your uncool heart to protect peace!  One day cool director Piyoshi Kurosawa offers Phantomirage a sparkling big role! That's right if this is the case let's make everyone's heart flutter through the movie!  However Reverse Police's SakaSama found him! The director who is busy with the shoot is turned into an Ikenaier! With that the movie will no longer be cool!,1.394,OLM,7/23/20,0,1247791,80,Released,Deliver! Everyone's Bond!,5,1,Minami Hishida-Kira Yamaguchi-Toa Harada-Ran Ishii-Tsubasa Honda-Takumi Saitō-Miyu Sasaki-Nicole Ishida-Seiko Iwaido-Pee-Mandy Sekiguchi-Takahiro Kuroishi-Takafumi Imai-Dandy Sakano-Akiyoshi Nakao-Sasuke Otsuru-Imoaraizaka Kakaricho,magic-friendship-film production-magical girl-mahou  shoujo-tokusatsu-secret,/hDTnlOjqKJciPIpK1tajcN2uDrX.jpg,/dHf06haPaLZaPdEbJlUM7SMm4MA.jpg,,-231977.4413,323767.0642
142158,Greatest Hits,Comedy-Drama,en,When Gabino's father returns home after a long absence the two men awkwardly attempt to re-establish a relationship; but Gabino and his mother quickly tire of this man who has become a stranger to them and decide to kick him out before realizing that he has already left. Gabino eventually tracks his father down and spends time with him in his rundown apartment trying to figure out if there is any possibility for the two of them to ever truly communicate. Though Greatest Hits continues Pereda's exploration of his perennial themes of absence masculinity and the difficulty of maintaining a family it opens up a whole new set of aesthetic questions through a bold formal gambit: halfway through the entire narrative reboots and starts from scratch with another actor playing one of the key characters leading to different iterations of events already witnessed.,1.394,Interior13 Cine,8/2/12,320000,2333,103,Released,,5.7,6,Gabino Rodríguez-Teresa Sánchez-José Rodríguez López-Luisa Pardo,,/syW6D3G5HtnMjzycFn5SjQFqai4.jpg,/k3SRrePDBKLQI1ShkncKynjwHFi.jpg,,709.9877455,803.6681244
597181,The Green Marker Scare,Horror-Animation-Mystery-Crime-Thriller,en,Starting as an old-school sleuth story young Noreen begins investigating the suspicious circumstances surrounding her father's death uncovering a shocking and sinister conspiracy that has been wreaking havoc in her hometown for years.,1.394,Old Japanese Daytime Soapstars-Byrnalan Motel Entertainment,10/22/12,58303,67205,70,Released,"If horror films made by adults don't scare you, try watching one made by children.",0,0,Ali Coffey-Ally Ni Chiarain-Mark Aalben-John Wright-Frank McGovern-Louise Marie Kerr-Jose Naghmar-Cathal O'Donnell-Sarah O'Donnell,small town-drawing and painting-cult-murder-mystery-serial killer-cult leader-satanic cult-dead father-folk horror,/cAlPAOP8e9YxyabjHAB5GtQ3A38.jpg,/oYvXbYN5ugmZDryCNvrYmAAYlkw.jpg,,24420.70461,20386.04821
213444,Tomorrow Will Be Better,Drama-Adventure,pl,Three Russian street kids who live on their wits in a train station take off to the countryside hoping to make it across the border to a better life in Poland. They are alternately looking for tenderness and pushing it away because they sense that it is a sign of vulnerability they can ill-afford. Kędzierzawska has the rare ability to take the world of children on its own terms. There is not a false note in this dazzlingly beautiful and emotionally involving story of three kids trying to find their path to a new life.  - Adelaide Film Festival,1.393,Kid Film,11/11/11,743416,15031,118,Released,,7.2,6,Oleg Ryba-Yevgeniy Ryba-Akhmed Sardalov-Stanislaw Sojka-Kinga Walenkiewicz-Zygmunt Gorodowienko-Aleksandra Billewicz-Antoni Lanczkowski-Stanislaw Zawadzki-Angelika Kozic,woman director,/dH8TkwBInITFicdlEZubwIOo4je.jpg,/5RDtHv9Hp6K0mqRhGZbYKhwppxR.jpg,,2891.609487,6964.699981
598906,WWR From The Pinnacle To The Pit,,en,Lufisto vs Shotzi Blackheart Kennedi Copeland vs Nadi Vanity vs Kasey Catal Sammi Lane vs Davienee Jordynne Grace vs Tenille Dashwood Barbi Hayden vs Penelope Ford Karen Q & Tasha Steelz vs Alexxis & Gillian Leigh Rachel Ellering vs Skylar Deonna Purrazo vs ?? Bold matches are PWO recommended.,1.393,,3/25/18,7334,14553,0,Released,,8,1,Genevieve Goulet-Ashley Urbanski-Kennedi Copeland-Kasey McGrory-Vanity-Davienne Long-Kristen Stadtlander-Patricia Parker-Tenille Dashwood-Callee Wilkerson-Olivia Hasler-Alisha Inacio Maher-Karen Yu-Rachael Ellering-Deonna Purrazzo,,,,,837.1793814,7788.089943
270249,Simple Things,Drama-Comedy,ru,A dying actor asks a doctor to help him commit suicide in return for a masterpiece.,1.392,Koktebel Film Company,9/18/07,0,83000,110,Released,,4.2,6,Sergey Puskepalis-Leonid Bronevoy-Svetlana Kamynina-Dinara Kutuyeva-Ivan Osipov-Malkhaz Zhvaniya-Ivan Shvedoff-Luiza Markova-Lyubov Makeeva-Gennadiy Bogachyov-Alexandr Bezrukov-Dmitriy Bykovskiy-Romashov-Sergey Stepin-Konstantin Vorobyov-Olga Samoshina-Boris Bedrosov-Sergei Volkosh-Mikhail Kolodyazhnyy-Mikhail Evlanov-Lyubov Uchaeva-Mikhail Metyolkin-Aleksey Simonov-Sergey Moiseev-Yuri Vyushin-Ekaterina Kulikova,,/vE2KU4zeMhdZ0BrPYUqE5pJmRsS.jpg,/ve8MCBBD4dhZUtQdgIvhj93Ltvl.jpg,,9551.029406,21432.28858
255827,Fachon Models,Comedy,es,Ulises is a friendly aspiring actor with big dreams who also has a weight problem and a compulsive eating habit. In a world where image is paramount Ulises will do whatever it takes to climb out of the infomercial doldrums. His plans are shaken when he runs into Carolina his childhood sweetheart who has grown up to become a stunning successful businesswoman. Determined to win her heart Ulises decides to lose weight and earn big bucks with the help of his best friend El Charal a carefree charismatic kid from the wrong side of the tracks whose big dream is to be on TV. Ulises El Charal and Carolina face hilarious situations and some tough lessons in this riotous romantic comedy.,1.392,Balero Films-BH5,2/28/14,0,1489112,95,Released,,4.6,7,Eugenio Bartilotti-Adriana Louvier-Héctor Jiménez-Alejandra Adame-Verónica Terán-Édgar Vivar-Flavio Medina-Arturo Barba-Valentín Trujillo hijo-Gina Morett-Jorge Arvizu-Jorge Calderón-Martha Claudia Moreno-Luis Arrieta,,/jWt7NO7IWIUFNFVB3wLZ4HGO92t.jpg,/rPcP0JKuQI5sXAvey0rOQr4qTLo.jpg,,685705.3994,335052.2874
314382,Sexual Perversions of a Married Woman,Romance-Drama,es,Cecilia is a haughty aristocrat who likes to humiliate her servants. One day her life changes completely as she is raped by three of her servants. The experience turns out to be an enjoyable one as it turns Cecilia into sexually liberated woman. She convinces her husband that seeing other people will improve their relationship. But after a while this erotic life seems to have a downside.,1.391,Sonora Films-J.E. Films (Julian Esteban Films),5/18/81,0,345151,98,Released,,6,4,Muriel Montossé-Antonio Mayans-Antonio de Cabo-Lina Romay-Ana Paula-José Valero-Antonio Vasco,infidelity-lesbian sex-erotic movie,/zuz4wNhnG0Ny13z4TbO5e7S0e6C.jpg,,,246517.2686,138641.458
586511,Агент Мамбо,Crime-Comedy,ru,,1.391,,3/14/19,26500,94935,0,Released,,3,1,Innokentiy Khobuev-Galya Vinograd-Albert Nogovitsyn-Dmitry Baishev-Vitaly Shchukin,,,/cHQB8e9ylTBNKwNP1Ie075vuMd4.jpg,,56041.17494,31344.5695
173151,El chocolate del loro,Comedy,es,,1.391,Alma Ata International Pictures S.L.-Enrique Cerezo,10/29/04,0,283604,0,Released,,4.9,6,Borja Elgea-Roger Pera-Paula Echevarría-Jorge Sanz-Enrique San Francisco-Jesús Bonilla-Miguel Rellán-Nathalie Seseña-María Garralón-Rosario Pardo-Mariví Bilbao-Pablo Rivero-Janfri Topera-Mario Arias-Carmen Vicente-Arche-Eduardo Gómez-Secun de la Rosa-Javier Collado-Santiago Nogués,,/6sNlPb2mAtyoWQIBUfLwn3ubyAw.jpg,,,5016.200086,114073.664
47660,ManFast,Comedy-Romance,en,4 women fast from men for 100 days. No talking to no touching of no flirting with and above all: no sex with men. When $1 million is offered to the first man who can break the fast all hell breaks loose.,1.391,,1/1/03,0,11480,95,Released,4 girls. Thousands of men. 100 days. Can they make it without making it?,4.4,6,Lala Sloatman-Jeremy Sisto-Jenny Judelle-Klea Scott-Kate Norby-Max Frauchiger-BoJesse Christopher-Shawna Craig-Bruce Davison-Erin Gray-Ethan Embry-Annabelle Gurwitch,,/2BEZhMlHztohVivJz2jbsboPYKv.jpg,/fnJxViNZvhXE5zy5znINvA7IUDQ.jpg,,5504.33552,3856.071911
449510,Machine,Action-Romance-Comedy,hi,Machine depicts the story of racing enthusiasts  who meet each other under mysterious circumstances. As their bond becomes stronger they eventually fall in love. However new things begin to unfold which change their lives forever,1.39,Abbas Mustan Films Production,3/17/17,3851785,500732,148,Released,,4.2,6,Mustafa Burmawala-Kiara Advani-Rishabh Arora-Shabbir Burmawala-Carla Dennis-Supriya Karnik-Mridanjli Rawal-Ronit Roy-Sharat Saxena-Kishori Shahane-Eshan Shankar-Dalip Tahil-Vivek Vaswani-Mayuresh Wadkar,,/vx1v3WaM2atLBbqJfmm3fVIFokP.jpg,,,80485.60922,141460.6926
518371,Bar Wrestling 7: A Christmas Special,Drama-Action,en,Bar Wrestling 7: A Christmas Special,1.39,Bar Wrestling,12/14/17,6555,9089,120,Released,,9,1,Kira Renee Forster-Joseph Meehan-Candice Gargano-Brian Button-David Luster-Julian Micevski-Dick Justice-Judas Devlin-Adam DeBoor-Melissa Anderson-Shaun Ricker-Christina Garibaldi-Jayson Paul-Sarah-Jean Greaves-Ryan Nemeth-Schuyler Andrews,wrestling-arm wrestling-pro wrestling,/mDw1lphgLSNNazHkjsJuJuXWlu8.jpg,/nuMI87L0Oy5equd9sUo0IZ9hbqk.jpg,,1615.33268,2572.353744
494841,Enchanted Princess,Animation-Family-Fantasy,ru,A family comedy about a young Prince who sets on a mission to find a missing Princess from the neighborhood kingdom. Along the journey Prince meets a doopie dragon who joins him on an adventure but Prince does not know that the dragon isn't who he says he is.,1.388,Kinofirma,1/1/18,0,944348,75,Released,,3.2,6,Anton Makarsky-Irina Medvedeva-Natalya Medvedeva-Aleksandr Pozharov-Lyudmila Artemeva-Fyodor Dobronravov,,/5kVfpFXoTKLcbktxlBwZfZL16SR.jpg,/qbsEC4IF2xsW8eRbJr2jmlPMKPc.jpg,,191688.5963,320086.6697
555848,Ficção De Fã - O Filme,Science Fiction-Animation-Romance,pt,"Japanese poet Tetsuzô Tsuburai reads and comments on his poem ""The Hole""",1.388,Walt Disney Pictures-Sony Pictures-Cartoon Network Studios-Amazon Studios,10/1/21,1478,5000,55,Released,,10,3,Thales Egidio-Ana Cecilia Mendes-Tassia Prado Mendes-Gustavo Samurai,cinematographer-romance-fictional game show-observational cinema-anime-animação,/qqTM4YhaP6XVnlu1PMpd89B9gko.jpg,/uZABVdv5ChRtJ9Ih3dkjdzJPbqW.jpg,,2241.370297,1404.998747
514152,Savage,Comedy-Drama,en,A hopeful neurologist gathers a detail of antisocial criminals for weekly meetings in an attempt to cure them of their dysfunctional ways -- but it does not take long for him to realize that this was a bad idea from the get-go.,1.388,An Independent Production,12/7/17,11000,29700,100,Released,,0,0,Kurt Tocci-Anthony M. Bertram-Gia Davis-Garrett Marchbank-Daniel Rhyder,,,,,14892.86331,12169.72682
186834,Balala The Fairies,Animation-Family-TV Movie,zh,"The film is mainly about the fairies's fate ""star of the key"" mysterious fall Blue fairy back to the human world with Qi Mei fairy and Xue Mei fairy together Guarding the positive energy...",1.386,Alpha Group-Mr. Cartoon Pictures-Zhejiang Hei Ao Film and Television Culture Co. Ltd,1/30/13,0,7600000,85,Released,,0,0,,magic-chinese-live action-balala the fairies,/vzmXKymqGffVkRVrGRO2XV78CBx.jpg,,,2123542.41,1389201.328
513335,Italy Italy,Drama-Comedy-Fantasy,fa,Barfa and Nader meet each other and get marry but little by little their life begin to reach it's crisis levels.,1.385,,10/4/17,0,16259352.6,102,Released,,1,1,Hamed Komaily-Sara Bahrami-Homayoun Ershadi-Farid Sajjadi Hosseini-Faezeh Alavi-Jahangir Mirshekari-Danesh Eghbashavi,,/7gflbNt1ry0gieiuNewj45oiJKI.jpg,/eAJrgq7N2qEHSZWpaSMRkkIdVjC.jpg,,4600992.65,6654512.834
303515,The Movie about Alekseev,Drama,ru,The film is a journey through the amazing life of Alekseyev. He drank tea with Tarkovsky got into the KGB because of Gagarin competed with Kalashnikov and Vysotsky. One day he will learn more about himself than he knew and could have imagined: about his talent about the mark that he left in the destinies of other people. You can live your life again if someone loves you.,1.385,New People Film Company,10/9/14,0,61583,95,Released,,6.4,16,Aleksandr Zbruev-Aleksey Kapitonov-Tatyana Mayst-Denis Fomin-Kseniya Radchenko-Andrey Makarevich-Maksim Vinogradov-Aleksandr Nikolskiy-Philipp Gurevich-Ekaterina Telegina-Sesil Plezhe-Angelina Rimashevskaya-Nika Savolainen-Mikhail Segal-Svetlana Pervushina-Anastasiya Popkova-Dmitriy Gudochkin-Anastasia Smoktunovskaya-Tatyana Rybinec-Tatyana Polosina-Vladimir Mishukov-Vasily Michkov-Andrey Muravyev-Veronika Lysakova-Konstantin Yushkevich-Lyubov Aksyonova-Maria Buravleva-Dmitry Sokolov-Nikita Ost-Yuliya Yanovskaya-Anton Kukushkin-Evgeny Saranchev-Varvara Shmykova,,/47GAw8d370voIJwCuQWGZLrNwGJ.jpg,/pbeSIHGcnaoVdn6R6IiUO76LQKL.jpg,,24478.95836,8091.632557
933452,Paw Patrol: Mission Big Screen,Adventure-Animation,en,There's no screen too big and no pup too small in this 'Pawsome' cinema experience. Join Ryder Chase Marshall Skye and the rest of the PAW Patrol as they take on em'bark' on adventures in Adventure Bay and beyond.,1.385,,7/7/17,0,54731,65,Released,,0,0,Jaxon Mercey-Hayden Hunter-Samuel Faraci-Lukas Engel-Keegan Hedley-Alex Thorne-Blackie Rose-Jaiden Cannatelli-Wyatt White-Anya Cooke-Judy Berdy,,/aB94MpYgHhWTeAMNejTSalTD4Cj.jpg,,,22947.55092,17134.04339
914346,Krummerne - Det er svært at være 11 år,Family-Comedy-Crime,da,,1.385,Regner Grasten Film,3/17/22,0,500,0,Released,,6.2,5,Noah Storm Otto-Jesper Ole Feit Andersen-Ditte Hansen-Iben Dorner-Esben Dalgaard Andersen-Dejan Čukić-Julie R. Ølgaard-Maya Gonzalez-Herman Hakesberg-Asta Rimann Matthiasen-Sami Darr-Jacob Haugaard-Susanne Heinrich-Marco Almind,krumme-krummerne,/4lO1WdVELqwDsUWoc1BpFpkv0J6.jpg,/22PEFOHZktxDFZoglksxxNgxOrz.jpg,,273.5036992,135.1030771
594916,3 Bahadur: Rise of the Warriors,Animation-Action-Adventure-Fantasy,ur,The kids are going about their lives like other children at times finding it difficult to control their powers. It is only during a school trip when they run into the mysterious circus performer Erma  that things start to heat up.,1.384,Waadi Animations,12/14/18,0,435787,94,Released,,10,1,Zuhab Khan-Arisha Razi-Bashar Amir Shafi-Mehwish Hayat-Fahad Mustafa-Sarwat Gillani-Nimra Bucha-Behroze Sabzwari-Khalid Malik-Faheem Khan-Mustafa Changezi,superhero-anime,/9F6vzPMrWfpX1xLyYolxyQT0jWu.jpg,,,13196.45188,71263.37073
178546,Sound Thoma,Comedy,ml,A rich gentleman who has a severe problem with his voice. His voice repels people from interacting with him.,1.383,Priyanjali Films,4/4/13,833333,3166666,160,Released,,4.6,7,Dileep-Saikumar-Mukesh-Namitha Pramod-Nedumudi Venu-Shiju-Soja Jolly-Suraj Venjaramoodu-Subbaraju-Vijayaraghavan-Kalabhavan Shajon-Resmi Boban-Dharmajan Bolgatty-Ambika Mohan-Joju George-Balachandran Chullikkadu-Subbalakshmi-Durga Premjith-Kalabhavan Haneef-Nandu Poduval-Bineesh Bastin-Harisree Yousuf,greed-cleft lip,/Aw2v2ee73mW93Nku7fIyXqQ5Ny4.jpg,/kGtOLf2sbWuQPT4EEdy6I8qxGIX.jpg,,963317.9782,362894.3898
218584,Viúva Rica Solteira Não Fica,Comedy-Crime,pt,Ana Catarina returns from Brazil with her father and her nanny to marry a man she doesn't know and doesn't like. A terrible coincidence happens when on the same day the young woman becomes a widow and an orphan a fact that leaves her heir to an incalculable fortune and coveted by all the aristocrats in the region.,1.383,Clap Filmes-Produções OFF-Instituto Português da Arte Cinematográfica e Audiovisual,11/16/06,0,56360,135,Released,,7.2,6,Bianca Byington-Cucha Carvalheiro-José Raposo-Rogério Samora-Ricardo Pereira-Diogo Dória-Anton Skrzypiciel-Helena Vieira-João Maria Pinto-Luís Mascarenhas-Filomena Cautela-Vítor Espadinha-Pedro Lacerda-Manuel Pureza,,/nnwjvQI9TYhpVFWTrjF2tQd2Zql.jpg,,,4267.290697,11340.96659
108688,Cass Timberlane,Drama-Romance,en,Judge Cass Timberlane marries a girl from the wrong side of the tracks Virginia Marshland. A baby is stillborn and she turns more and more to attorney friend of of Cass' Brad Criley. While quarreling the Judge tells Virginia to stay with Brad but when she becomes sick he brings her home.,1.381,Metro-Goldwyn-Mayer,11/6/47,2733000,5186000,119,Released,"""In Love With Her Was Like Being in an Earthquake!""",5.8,4,Spencer Tracy-Lana Turner-Rose Hobart-Margaret Lindsay-John Alexander-Zachary Scott-Tom Drake-Mary Astor-Albert Dekker-John Litel-Mona Barrie-Josephine Hutchinson-Selena Royle-Frank Wilcox-Richard Gaines-Cameron Mitchell-Frank Ferguson,judge-witness-marriage crisis,/msE1uf76jidFEgKHhANfwR9vlZz.jpg,/5PM0fYL1RTqHtF2dHBNtbJmNUF.jpg,,1500320.802,1577122.703
